id,standard,sections,pdf_pages,requirement,applicability,status,code,tests,evidence_level,finding,impact,closure
I-018,Common,CTVS-2 12.6-12.7,77; 78,Authenticate claimable status from actual funded property and accepted settlement lineage.,profile0,missing,reference/implementations/ctvs2/client/src/delivery.ts:1; reference/testing/fixtures/requests.ts:71,,source,"Local tests verify known request/State references, but public delivery planning accepts a Claim candidate without authenticating its origin.",A deliverable look-alike must not be represented as a vault liability.,Implement lineage authentication separately from valid Claim delivery and test funded look-alikes.
I-019,Common,CTVS-2 12.6,77,"Expose original/current request references, authority, destinations, bounds, deadlines, delivery form and recovery availability.",profile0,partial,reference/implementations/ctvs2/client/src/requests.ts:9; reference/implementations/ctvs2/client/src/recovery.ts:20,,source,These fields largely exist in wire records and planner inputs; there is no complete read response or recovery availability classification.,Applications cannot use a standard request inspection interface.,"Build request/claim readers with exact distinctions for unknown envelope, unsupported controller, invalid economics, pause and liquidity."
I-020,Common,CTVS-2 12.6,77,Do not populate realized output values from pending estimates.,profile0,partial,reference/implementations/ctvs2/client/src/batch.ts:145; reference/testing/ledger/recorder.ts:101,,source,"Plans describe proposed effects and local artifacts record accepted effects, but realized lifecycle response API is absent.",The required public distinction has no implementation to validate.,Keep estimate fields and evidence-backed realized fields structurally separate in lifecycle responses.
I-021,Common,"CTVS-1 13.5, 15.5; CTVS-2 15.5",38; 41; 83,A separate builder constructs from authenticated public rules and data without calling the first implementation.,acceptance,unverified,reference/testing/ledger/builder.ts:19; reference/testing/integration/compilation/parameters.test.ts:21,,external_gate,"Only one transaction construction adapter exists. CLI/Lucid agreement checks parameter application, not independently constructed transaction histories.",S-10 and A-15 remain open.,Use an independently implemented builder and compare accepted/rejected full transactions.
I-022,Common,CTVS-1 15.1 S-09; CTVS-2 15.5 A-15,40; 83,"Independent decoders/indexers agree on bytes, economic interpretation, origin and rollback.",acceptance,unverified,reference/packages/protocol/src/data/codec.ts:1; reference/packages/onchain/lib/ctvs/decode.ak:1,,external_gate,"TS/Aiken implementations and limited CML probes exist, but no independent external corpus or second lifecycle indexer.",Two languages by the same authors do not meet the independent integration gate.,Obtain externally authored vectors and an independent history/rollback implementation.
I-023,Common,"CTVS-1 14, 15.4; CTVS-2 14.4",39; 41; 81,"Pin compiler, dependencies, evaluator, ledger parameters and source identities in evidence.",acceptance,partial,reference/package-lock.json:1; reference/tools/lib/build.ts:28; reference/testing/fixtures/vault.ts:146,docs/reviews/2026-09-18-whitepaper-conformance/evidence/baseline-summary.json:1,executed_probe,Compiler/libraries and local parameter snapshots are pinned and fresh build hashes saved; no actual cardano-node version or target network run.,"Evidence is reproducible locally, not a network acceptance record.",Retain current bindings and add node implementation/network parameter identities.
I-024,Common,"CTVS-1 14, 14.1; CTVS-2 14.4",39; 81,Calculate actual output minimum ADA and explicitly replan when top-ups change size.,profile0,partial,reference/testing/ledger/builder.ts:56; reference/testing/ledger/outputs.ts:28,reference/testing/ledger/outputs.test.ts:41,retained_test,Lucid balances actual local outputs; verifier rejects implicit protected-value changes. No public reserve calculation/replanning service is present.,A mathematically valid intent may not construct at the stated reserves.,Expose bounded reserve/fee iteration for actual target parameters without changing approved economics.
I-025,Common,CTVS-1 14,39,Handle stale State and reference-script inputs by refreshing authenticated state without weakening bounds.,profile0,partial,reference/testing/ledger/builder.ts:26; reference/packages/planning/src/context.ts:72,,source,Missing inputs fail; no contention retry/rebuild loop or reference-script availability monitor.,Consumer must implement stale-reference recovery.,Add authenticated rebuild with preserved bound/destination and changed-state tests.
I-026,Common,"CTVS-1 14.1; CTVS-2 14.2, 14.4",39; 80; 81,Benchmark increasing batch sizes and worst-case destinations; structural cap is not throughput.,acceptance,partial,reference/implementations/ctvs2/client/src/batch.ts:58; reference/testing/fixtures/vault.ts:172,docs/reviews/2026-09-18-whitepaper-conformance/probes/integration-probes.ts:18,executed_probe,"Fresh four-shape sweep: 7 requests pass; 8 fail local 14m memory budget. Tested n=1,2,4,5,6,7,8 for ADA/native and key/script512 receivers. No n=3 or n=16 run; no global maximum proved.",maxBatch=16 and a valid intent do not imply constructible settlement.,Add resource estimation/adaptive selection plus worst-case mixed/redemption/max-datum/key-count/quantity sweeps.
I-027,Common,CTVS-1 15.3; CTVS-2 15.3,41; 82,Define soundness projection from real transaction/ledger context to semantic requirements.,acceptance,partial,reference/testing/ledger/evaluator.ts:95; reference/packages/onchain/lib/ctvs/ledger.ak:1,,source,"Compiled handlers inspect actual Aiken contexts and signed fixtures run, but there is no complete refinement artifact/proof covering every field and branch.",Passing local examples cannot establish universal refinement.,Publish field-by-field projection and adversarial transaction corpus against compiled handlers.
I-028,Common,CTVS-1 15.3-15.4; CTVS-2 15.3-15.4,41; 82; 83,Demonstrate constructive ledger-accepted success for every advertised supported operation.,acceptance,partial,reference/testing/integration/ctvs1/lifecycle.test.ts:41; reference/testing/integration/ctvs2/lifecycle.test.ts:1,docs/reviews/2026-09-18-whitepaper-conformance/evidence/baseline-summary.json:1,executed_probe,26 signed local scenarios and 2 parameter-only cases pass; node-backed acceptance and full configuration/destination matrix are absent.,Selected local success does not clear full S-10/A-15.,Run target-node positive traces for all advertised operation/configuration paths.
I-029,Common,CTVS-1 15.3-15.4; CTVS-2 15.3-15.4,41; 82; 83,Negative cases fail for intended semantic reasons without phase-1 invalidity masking missing guards.,acceptance,partial,reference/testing/ledger/recorder.ts:129; reference/testing/integration/ctvs1/lifecycle.test.ts:88; reference/testing/integration/ctvs2/guards.test.ts:10,,retained_test,"Harness requires a compiled evaluator failure; many source tests use expected failure, without a complete minimal-mutation/intended-branch attribution corpus.",An unrelated failing guard could hide an absent target check.,Pair each negative case with positive control and minimal balanced mutation; record intended failing obligation.
I-030,Common,"CTVS-1 3.4, 15.1 S-07; CTVS-2 A-03,A-10",12; 40; 81,Validate actual cryptographic witnesses and explicit required signatories.,acceptance,partial,reference/testing/ledger/recorder.ts:65; reference/testing/ledger/builder.ts:68,reference/testing/integration/ctvs2/guards.test.ts:34,executed_probe,"Fresh signed traces validate signatures and required signer presence; local matrix mainly uses open settlement, with finite-set authority covered below full node-backed scope.","Witness correctness is evidenced locally, not across every authority configuration.",Add node-backed finite-set/multiple-key and negative witness traces.
I-031,Common,CTVS-1 15.1 S-11,40,Validate declared and actual execution budgets against full transaction limits.,acceptance,aligned,reference/testing/ledger/evaluator.ts:117; reference/testing/ledger/evaluator.ts:127,reference/testing/ledger/evaluator.test.ts:129; docs/reviews/2026-09-18-whitepaper-conformance/evidence/baseline-summary.json:1,executed_probe,Both aggregate measured and declared budgets and per-redeemer declarations are checked; final signed CBOR is re-evaluated.,Budget checks hold for exercised local contexts.,Retain harness regression tests; extend target parameter validation.
I-032,Common,CTVS-1 15.4; CTVS-2 15.4,41; 83,"Retain full bytes, resolved context, witnesses, fees, collateral/reserves and execution evidence.",profile0,partial,reference/testing/ledger/recorder.ts:101; reference/testing/ledger/recorder.ts:141,,source,"Signed bytes, resolved inputs, fees, witnesses, cost models, slots and budgets are retained; collateral/minimum-ADA details are embedded in bytes/context rather than independently verified complete effect reports.",Audit artifacts are useful but not the complete required effect/parameter verification.,Add decoded collateral/return/minimum-ADA and network evidence with independent verification.
I-033,Common,CTVS-1 15.2; CTVS-2 15.2,40; 41; 82,Distinguish historical publication evidence from fresh compiled evidence.,informative,aligned,reference/VALIDATION.md:3; reference/VALIDATION.md:7,docs/reviews/2026-09-18-whitepaper-conformance/evidence/baseline-summary.json:1,executed_probe,"Paper says compiled gates were blocked at its baseline; current compiled suites and local signed lifecycles now pass. This changes evidence status, not normative behavior.",The paper historical status is older than the implementation.,Update an evidence appendix with exact revision and remaining node/integration gates.
